component 0,component 1,component 2,请选择使用模式,flag,username,timestamp
绿地集团成立于哪一年？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpuadapj7q.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:24:11.377487
请介绍雅居乐集团,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp7tv94hdr.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:24:46.218694
雅居乐集团合约销售面积 2013-2018 年复合增速约为多少？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpr20ziylg.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:25:09.938056
请介绍绿地集团,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmphql2k970.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:26:31.105381
"你回答说“公司在管项目1031个""，这些项目都是什么？",/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpg_64r0my.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:27:05.025608
上海的首都,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpp_mge1vd.json,知识库问答,,a5561dd032ec4a39aeabb85387962ed6,2023-09-07 15:30:44.354401
你好,/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp3howo3t8.json,LLM 对话,,b6c8e6ecd5004d9da09757eae381c742,2023-09-07 18:51:23.519585
请介绍华为公司,/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpj_w7x4_1.json,LLM 对话,,b6c8e6ecd5004d9da09757eae381c742,2023-09-07 18:51:48.322970
"你上面提到了""覆盖了170多个国家和地区""，请你列举10个业务主要集中的国家和地区",/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpy7xeh8_i.json,LLM 对话,,b6c8e6ecd5004d9da09757eae381c742,2023-09-07 18:52:37.329506
欧洲的业务主要是什么,/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpspywisxk.json,LLM 对话,,b6c8e6ecd5004d9da09757eae381c742,2023-09-07 18:53:09.190750
绿地集团成立于哪一年？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpgzaqi46y.json,知识库问答,,28bddedaaa0748d28e8f0b6b47154dd7,2023-09-09 09:44:13.623010
 雅居乐集团 2013-2018 年平均竣工面积约为多少,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp2k9rdv3d.json,知识库问答,,28bddedaaa0748d28e8f0b6b47154dd7,2023-09-09 10:00:12.707005
请介绍雅居乐集团,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpi4oviq_7.json,知识库问答,,28bddedaaa0748d28e8f0b6b47154dd7,2023-09-09 10:02:04.824820
绿地集团从 2012 年以来连续多少年上榜《财富》世界 500 强？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpgrq_6h3e.json,知识库问答,,28bddedaaa0748d28e8f0b6b47154dd7,2023-09-09 10:02:40.493493
截至 2019H1，雅居乐的土地储备遍布多少个城市，总建筑面积约多少万平？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpksjlzp50.json,知识库问答,,28bddedaaa0748d28e8f0b6b47154dd7,2023-09-09 10:04:40.355506
绿地集团从 2012 年以来连续多少年上榜《财富》世界 500 强？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpoxqas6ic.json,知识库问答,,2fcefe620e45422d9e223fddb4cff460,2023-09-09 10:09:55.258523
截至 2019H1，雅居乐的土地储备遍布多少个城市，总建筑面积约多少万平？,/home/zrchen/yongyou/knowledge_base/house_data_FAISS_20230907_152116/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpj1n3hixp.json,知识库问答,,2fcefe620e45422d9e223fddb4cff460,2023-09-09 10:13:27.808376
请介绍鲁滨逊,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpj9klzvbj.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:19:45.835038
鲁滨逊生活的孤岛叫什么,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp8zblp5lx.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:20:48.945844
鲁滨逊漂流记小说的主人公是鲁宾逊把被救的土人取名为什么？,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpvuo7b9hr.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:21:38.020066
鲁宾逊把被救的土人取名为什么？,/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp4mpahvj5.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:22:04.634804
鲁宾逊把被救的土人取名为什么？,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpvw2a718v.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:22:19.575641
鲁宾逊把被救的土人取名为什么？,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpz5jgm6q7.json,知识库问答,,1abdd8a01e7841499a86ddde586183fa,2023-09-09 10:25:44.688110
你好,/home/zrchen/yongyou/knowledge_base/新建知识库/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpjy70ng55.json,知识库问答,,5ab8e01bd0be47a597bc52728e898428,2023-09-09 10:31:36.379541
鲁滨逊救下的土人名字叫什么？绿地集团成立于哪一年？,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp_crej8dr.json,知识库问答,,5ab8e01bd0be47a597bc52728e898428,2023-09-09 10:32:37.155180
鲁滨逊救下的土人名字叫什么？请介绍绿地集团,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp8kdm_cwb.json,知识库问答,,5ab8e01bd0be47a597bc52728e898428,2023-09-09 10:33:08.114143
绿地集团成立于哪一年？鲁滨逊救下的土人名字叫什么？,/home/zrchen/yongyou/knowledge_base/lbx/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpeclsk8m_.json,知识库问答,,5ab8e01bd0be47a597bc52728e898428,2023-09-09 10:33:35.685186
M5去上海的报销标准是多少？,/home/zrchen/yongyou/knowledge_base/biaoge/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpmlbkd55a.json,知识库问答,,22b2b7945bd04214beb0d541b58ed59c,2023-09-26 10:32:40.476477
M5去上海的报销标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp4jezpl2a.json,知识库问答,,22b2b7945bd04214beb0d541b58ed59c,2023-09-26 10:40:50.579632
一位M5的员工去上海的定额交通费标准是多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpa2y2l_uc.json,知识库问答,,abf91d32d4cc41dc996ee06c640a394e,2023-09-26 10:48:40.538648
一位M5员工去上海的差旅报销标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmptmtpd5dq.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:09:52.047199
一位M5员工去上海的定额交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpjeebgz05.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:10:47.949533
一位二级部门负责人去上海的定额交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpn9g9821v.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:11:37.127220
一位二级部门负责人去一类地区的定额交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpm6tr2pzx.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:12:56.746353
一位P9去一类地区的定额交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmphor9bujg.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:13:11.699541
一位M3去一类地区的定额交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp843b6a09.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:13:36.787466
一位M3去一类地区的通勤交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp1oqd08qf.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:14:11.100160
一位M3去上海的通勤交通费标准为多少,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpa8rif8p9.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:14:23.873965
乘坐火车什么情况下可购买同席卧铺车票,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp3s5plghw.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:16:32.486347
M5去上海的报销标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp3h857sqz.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:17:59.750700
M5去上海的报销标准是多少？给出理由,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp2aa4t7vt.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:18:08.731885
M5去上海的报销标准是多少？给出理由,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpqag2zcul.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:18:27.309744
M5去上海的报销标准是多少？给出理由,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp6p8u9lqt.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:20:09.303206
M5去上海的报销标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpughqf7xd.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:20:22.787610
M5去上海的定额交通费标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmprix8qaik.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:21:10.433415
M5去上海的通勤交通费标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp0kiithn0.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:22:03.928999
M5去上海的差旅酒店报销标准是多少？,/home/zrchen/yongyou/knowledge_base/xinbiao/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp12p8lu81.json,知识库问答,,8cad7bf24b2d44f78fd1ac0d036f3276,2023-09-26 11:22:42.579149
M5去上海的报销标准是多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp_z114v_h.json,知识库问答,,83005e270f024d7bb00640757485b657,2023-09-26 14:37:07.164569
M5去上海的定额交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp1fig7_lm.json,知识库问答,,83005e270f024d7bb00640757485b657,2023-09-26 14:38:24.318645
M5去上海的通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpw_otssd5.json,知识库问答,,83005e270f024d7bb00640757485b657,2023-09-26 14:39:35.317423
上海是几类地区？,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpinlarhtf.json,知识库问答,,83005e270f024d7bb00640757485b657,2023-09-26 14:39:52.604877
M5去上海的通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp_239ahvm.json,知识库问答,,ecaf9bcd593f44ee938f585991eb5563,2023-09-26 14:41:56.748412
通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpwk9ssm5s.json,知识库问答,,ecaf9bcd593f44ee938f585991eb5563,2023-09-26 14:42:39.881382
通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpl7kv7f41.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:45:04.492005
一类地区的通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpaxi7y7yc.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:45:27.120825
上海的通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpy1elilpf.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:45:39.006756
上海是几类地区？,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpaakqiqca.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:45:52.267657
通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpk5b_gjfw.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:46:31.698584
上海的通勤交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpiaur_8li.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:46:55.354435
上海属于几类地区,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpel6a7984.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:47:26.332851
M5员工去北京出差的定额交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpc57q_2tx.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:50:07.373275
M5员工去北京出差的差旅标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp94lht8sl.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:50:43.811641
M5去上海的长途交通费,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpy7s5wn8e.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:52:18.245795
M5去上海的长途交通报销标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpwx_qk7nb.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:52:42.659625
M5去上海的飞机可以选择什么舱位,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpta9zfyvv.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:53:23.512395
M10去上海的飞机可以选择什么舱位,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp6puaw7wr.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:53:45.153985
M5去上海可报销的交通费标准,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpahsa1b9l.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:54:30.068793
M5/P9及二级部门负责人 去 上海的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpih46qtx_.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:55:36.732389
M6/P10及一级部门负责人 去 上海的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpeswbpgom.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:57:14.760381
M3-M4/P7-P8及三级部门负责人 去 上海的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmp8aekqnzx.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:57:33.915189
M3-M4/P7-P8及三级部门负责人 去 北京 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpgrtrx25m.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:58:37.174695
M3-M4/P7-P8及三级部门负责人 去 哈尔滨 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpx217d3ft.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 14:59:23.537800
M3-M4/P7-P8及三级部门负责人 去 青岛 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpwlv3ucyk.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 15:00:06.378781
M3-M4/P7-P8及三级部门负责人 去 东莞 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpwc7r240l.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 15:01:06.602900
M3-M4/P7-P8及三级部门负责人 去 二类地区 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpyt_kwdnu.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 15:02:23.508579
M3-M4/P7-P8及三级部门负责人 去三类地区 的定额交通费为多少,/home/zrchen/yongyou/knowledge_base/阿斯顿/vector_store,/home/zrchen/yongyou/flagged/component 2/tmpef0n2q7d.json,知识库问答,,afb53c0bae0e40f287f3fb8bc49f5193,2023-09-26 15:03:23.512324
